card_id,name,supertype,subtype_primary,subtypes_all,type_primary,types_all,hp,evolves_from,rarity,artist,regulation_mark,national_pokedex_first,converted_retreat_cost,set_id,set_name,set_series,set_release_date,set_total,set_printed_total,tcgplayer_updated_at,price_usd,price_kind,cardmarket_avg_sell_eur,cardmarket_trend_eur,release_year
base4-73,Drowzee,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Common,Ken Sugimori,Unknown,96.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.55,normal,0.47,0.54,2000
base4-74,Exeggcute,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Mitsuhiro Arita,Unknown,102.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.66,normal,0.65,0.51,2000
base4-75,Gastly,Pokémon,Basic,Basic,Psychic,Psychic,30.0,,Common,Keiji Kinebuchi,Unknown,92.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.51,normal,0.44,0.49,2000
base4-76,Goldeen,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Kagemaru Himeno,Unknown,118.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.4,normal,0.27,0.4,2000
base4-77,Jigglypuff,Pokémon,Basic,Basic,Colorless,Colorless,60.0,,Common,Kagemaru Himeno,Unknown,39.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.87,normal,0.65,0.69,2000
base4-78,Machop,Pokémon,Basic,Basic,Fighting,Fighting,50.0,,Common,Mitsuhiro Arita,Unknown,66.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.44,normal,0.29,0.43,2000
base4-79,Magnemite,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Keiji Kinebuchi,Unknown,81.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.42,normal,0.38,0.59,2000
base4-80,Meowth,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Mitsuhiro Arita,Unknown,52.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.6,normal,0.44,0.52,2000
base4-81,Metapod,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Caterpie,Common,Ken Sugimori,Unknown,11.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.58,normal,0.55,0.63,2000
base4-82,Nidoran ♀,Pokémon,Basic,Basic,Grass,Grass,60.0,,Common,Ken Sugimori,Unknown,29.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.44,normal,0.33,0.49,2000
base4-83,Nidoran ♂,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Ken Sugimori,Unknown,32.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.51,normal,0.44,0.55,2000
base4-84,Onix,Pokémon,Basic,Basic,Fighting,Fighting,90.0,,Common,Ken Sugimori,Unknown,95.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.93,normal,1.29,1.44,2000
base4-85,Paras,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Ken Sugimori,Unknown,46.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.57,normal,0.64,0.61,2000
base4-86,Pidgey,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Ken Sugimori,Unknown,16.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.62,normal,0.67,0.81,2000
base4-87,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Mitsuhiro Arita,Unknown,25.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.44,normal,2.41,2.23,2000
base4-88,Poliwag,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Ken Sugimori,Unknown,60.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.52,normal,0.4,0.44,2000
base4-89,Rattata,Pokémon,Basic,Basic,Colorless,Colorless,30.0,,Common,Mitsuhiro Arita,Unknown,19.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.55,normal,0.45,0.46,2000
base4-90,Rhyhorn,Pokémon,Basic,Basic,Fighting,Fighting,70.0,,Common,Mitsuhiro Arita,Unknown,111.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.6,normal,0.67,0.72,2000
base4-91,Sandshrew,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Ken Sugimori,Unknown,27.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.52,normal,0.46,0.66,2000
base4-92,Spearow,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Mitsuhiro Arita,Unknown,21.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.55,normal,0.55,0.7,2000
base4-93,Squirtle,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Mitsuhiro Arita,Unknown,7.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.38,normal,0.94,0.98,2000
base4-94,Starmie,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Staryu,Common,Keiji Kinebuchi,Unknown,121.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.71,normal,0.45,0.56,2000
base4-95,Staryu,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Keiji Kinebuchi,Unknown,120.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.37,normal,0.23,0.32,2000
base4-96,Tangela,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Mitsuhiro Arita,Unknown,114.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.51,normal,0.21,0.3,2000
base4-97,Venonat,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Mitsuhiro Arita,Unknown,48.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.68,normal,0.5,0.5,2000
base4-98,Voltorb,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Keiji Kinebuchi,Unknown,100.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.6,normal,0.3,0.24,2000
base4-99,Vulpix,Pokémon,Basic,Basic,Fire,Fire,50.0,,Common,Ken Sugimori,Unknown,37.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.97,normal,0.77,0.84,2000
base4-100,Weedle,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Mitsuhiro Arita,Unknown,13.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.41,normal,0.15,0.41,2000
base4-101,Computer Search,Trainer,Unknown,,Unknown,,,,Rare,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.47,normal,3.35,2.27,2000
base4-102,Imposter Professor Oak,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.54,normal,4.15,3.63,2000
base4-103,Item Finder,Trainer,Unknown,,Unknown,,,,Rare,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,8.62,normal,5.69,5.9,2000
base4-104,Lass,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.72,normal,3.33,3.3,2000
base4-105,Pokémon Breeder,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,4.42,normal,4.19,4.34,2000
base4-106,Pokémon Trader,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.22,normal,3.64,3.15,2000
base4-107,Scoop Up,Trainer,Unknown,,Unknown,,,,Rare,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,5.09,normal,4.9,5.61,2000
base4-108,Super Energy Removal,Trainer,Unknown,,Unknown,,,,Rare,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.81,normal,2.28,2.4,2000
base4-109,Defender,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.42,normal,0.31,0.4,2000
base4-110,Energy Retrieval,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.42,normal,0.24,0.33,2000
base4-111,Full Heal,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.44,normal,0.29,0.41,2000
base4-112,Maintenance,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.88,normal,0.9,0.73,2000
base4-113,PlusPower,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.47,normal,0.32,0.42,2000
base4-114,Pokémon Center,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.91,normal,0.73,0.67,2000
base4-115,Pokédex,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.59,normal,0.42,0.38,2000
base4-116,Professor Oak,Trainer,Unknown,,Unknown,,,,Uncommon,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.31,normal,0.83,0.88,2000
base4-117,Super Potion,Trainer,Unknown,,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.37,normal,0.16,0.28,2000
base4-118,Bill,Trainer,Unknown,,Unknown,,,,Common,Ken Sugimori,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.37,normal,0.17,0.3,2000
base4-119,Energy Removal,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.37,normal,0.13,0.25,2000
base4-120,Gust of Wind,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.3,normal,0.1,0.14,2000
base4-121,Poké Ball,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.37,normal,0.16,0.34,2000
base4-122,Potion,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.3,normal,0.08,0.06,2000
base4-123,Switch,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.32,normal,0.13,0.07,2000
base4-124,Double Colorless Energy,Energy,Special,Special,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.85,normal,2.82,3.26,2000
base4-125,Fighting Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.29,normal,0.12,0.2,2000
base4-126,Fire Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.02,normal,0.23,0.18,2000
base4-127,Grass Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.3,normal,0.1,0.17,2000
base4-128,Lightning Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.29,normal,0.08,0.25,2000
base4-129,Psychic Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.29,normal,0.12,0.17,2000
base4-130,Water Energy,Energy,Basic,Basic,Unknown,,,,Unknown,Keiji Kinebuchi,Unknown,,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.32,normal,0.07,0.1,2000
base5-1,Dark Alakazam,Pokémon,Stage 2,Stage 2,Psychic,Psychic,60.0,Dark Kadabra,Rare Holo,Ken Sugimori,Unknown,65.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,139.88,1stEditionHolofoil,49.93,48.05,2000
base5-2,Dark Arbok,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Ekans,Rare Holo,Mitsuhiro Arita,Unknown,24.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,46.99,1stEditionHolofoil,11.17,12.63,2000
base5-3,Dark Blastoise,Pokémon,Stage 2,Stage 2,Water,Water,70.0,Dark Wartortle,Rare Holo,Mitsuhiro Arita,Unknown,9.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,393.46,1stEditionHolofoil,110.13,83.0,2000
base5-4,Dark Charizard,Pokémon,Stage 2,Stage 2,Fire,Fire,80.0,Dark Charmeleon,Rare Holo,Ken Sugimori,Unknown,6.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,680.37,1stEditionHolofoil,384.97,242.14,2000
base5-5,Dark Dragonite,Pokémon,Stage 2,Stage 2,Colorless,Colorless,70.0,Dark Dragonair,Rare Holo,Mitsuhiro Arita,Unknown,149.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,332.35,1stEditionHolofoil,106.67,204.03,2000
base5-6,Dark Dugtrio,Pokémon,Stage 1,Stage 1,Fighting,Fighting,50.0,Diglett,Rare Holo,Kagemaru Himeno,Unknown,51.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,65.43,1stEditionHolofoil,41.77,40.14,2000
base5-7,Dark Golbat,Pokémon,Stage 1,Stage 1,Grass,Grass,50.0,Zubat,Rare Holo,Mitsuhiro Arita,Unknown,42.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,50.11,1stEditionHolofoil,59.49,22.6,2000
base5-8,Dark Gyarados,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Magikarp,Rare Holo,Kagemaru Himeno,Unknown,130.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,127.95,1stEditionHolofoil,30.7,32.85,2000
base5-9,Dark Hypno,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Drowzee,Rare Holo,Kagemaru Himeno,Unknown,97.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,70.98,1stEditionHolofoil,64.65,80.73,2000
base5-10,Dark Machamp,Pokémon,Stage 2,Stage 2,Fighting,Fighting,70.0,Dark Machoke,Rare Holo,Mitsuhiro Arita,Unknown,68.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,83.93,1stEditionHolofoil,67.34,59.0,2000
base5-11,Dark Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,60.0,Magnemite,Rare Holo,Miki Tanaka,Unknown,82.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,98.0,1stEditionHolofoil,34.23,39.62,2000
base5-12,Dark Slowbro,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Slowpoke,Rare Holo,Mitsuhiro Arita,Unknown,80.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,87.05,1stEditionHolofoil,43.29,25.16,2000
base5-13,Dark Vileplume,Pokémon,Stage 2,Stage 2,Grass,Grass,60.0,Dark Gloom,Rare Holo,Kagemaru Himeno,Unknown,45.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,63.48,1stEditionHolofoil,25.48,30.79,2000
base5-14,Dark Weezing,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Koffing,Rare Holo,Shin-ichi Yoshida,Unknown,110.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,44.15,1stEditionHolofoil,21.5,0.02,2000
base5-15,Here Comes Team Rocket!,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,58.09,1stEditionHolofoil,39.74,34.3,2000
base5-16,Rocket's Sneak Attack,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,41.16,1stEditionHolofoil,43.09,26.06,2000
base5-17,Rainbow Energy,Energy,Special,Special,Unknown,,,,Rare Holo,Takumi Akabane,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,45.27,1stEditionHolofoil,22.93,30.72,2000
base5-18,Dark Alakazam,Pokémon,Stage 2,Stage 2,Psychic,Psychic,60.0,Dark Kadabra,Rare,Ken Sugimori,Unknown,65.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,11.62,16.46,2000
base5-19,Dark Arbok,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Ekans,Rare,Mitsuhiro Arita,Unknown,24.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.52,8.38,2000
base5-20,Dark Blastoise,Pokémon,Stage 2,Stage 2,Water,Water,70.0,Dark Wartortle,Rare,Mitsuhiro Arita,Unknown,9.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,23.51,16.39,2000
base5-21,Dark Charizard,Pokémon,Stage 2,Stage 2,Fire,Fire,80.0,Dark Charmeleon,Rare,Ken Sugimori,Unknown,6.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,51.89,58.66,2000
base5-22,Dark Dragonite,Pokémon,Stage 2,Stage 2,Colorless,Colorless,70.0,Dark Dragonair,Rare,Mitsuhiro Arita,Unknown,149.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,18.99,27.21,2000
base5-23,Dark Dugtrio,Pokémon,Stage 1,Stage 1,Fighting,Fighting,50.0,Diglett,Rare,Kagemaru Himeno,Unknown,51.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.5,9.12,2000
base5-24,Dark Golbat,Pokémon,Stage 1,Stage 1,Grass,Grass,50.0,Zubat,Rare,Mitsuhiro Arita,Unknown,42.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,8.67,7.33,2000
base5-25,Dark Gyarados,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Magikarp,Rare,Kagemaru Himeno,Unknown,130.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,14.75,13.81,2000
base5-26,Dark Hypno,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Drowzee,Rare,Kagemaru Himeno,Unknown,97.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.91,8.14,2000
base5-27,Dark Machamp,Pokémon,Stage 2,Stage 2,Fighting,Fighting,70.0,Dark Machoke,Rare,Mitsuhiro Arita,Unknown,68.0,3.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.7,12.63,2000
base5-28,Dark Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,60.0,Magnemite,Rare,Miki Tanaka,Unknown,82.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.92,12.84,2000
base5-29,Dark Slowbro,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Slowpoke,Rare,Mitsuhiro Arita,Unknown,80.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.27,14.52,2000
base5-30,Dark Vileplume,Pokémon,Stage 2,Stage 2,Grass,Grass,60.0,Dark Gloom,Rare,Kagemaru Himeno,Unknown,45.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,8.24,7.65,2000
base5-31,Dark Weezing,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Koffing,Rare,Shin-ichi Yoshida,Unknown,110.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,8.48,6.48,2000
base5-32,Dark Charmeleon,Pokémon,Stage 1,Stage 1,Fire,Fire,50.0,Charmander,Uncommon,Kagemaru Himeno,Unknown,5.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,6.98,6.1,2000
base5-33,Dark Dragonair,Pokémon,Stage 1,Stage 1,Colorless,Colorless,60.0,Dratini,Uncommon,Kagemaru Himeno,Unknown,148.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,5.41,5.33,2000
base5-34,Dark Electrode,Pokémon,Stage 1,Stage 1,Lightning,Lightning,60.0,Voltorb,Uncommon,Ken Sugimori,Unknown,101.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.83,1.36,2000
base5-35,Dark Flareon,Pokémon,Stage 1,Stage 1,Fire,Fire,50.0,Eevee,Uncommon,Mitsuhiro Arita,Unknown,136.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,6.33,5.96,2000
base5-36,Dark Gloom,Pokémon,Stage 1,Stage 1,Grass,Grass,50.0,Oddish,Uncommon,Kagemaru Himeno,Unknown,44.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.54,1.85,2000
base5-37,Dark Golduck,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Psyduck,Uncommon,Mitsuhiro Arita,Unknown,55.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.33,3.82,2000
base5-38,Dark Jolteon,Pokémon,Stage 1,Stage 1,Lightning,Lightning,50.0,Eevee,Uncommon,Mitsuhiro Arita,Unknown,135.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,10.65,10.27,2000
base5-39,Dark Kadabra,Pokémon,Stage 1,Stage 1,Psychic,Psychic,50.0,Abra,Uncommon,Kagemaru Himeno,Unknown,64.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.14,2.16,2000
base5-40,Dark Machoke,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Machop,Uncommon,Mitsuhiro Arita,Unknown,67.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.23,3.13,2000
base5-41,Dark Muk,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Grimer,Uncommon,Kagemaru Himeno,Unknown,89.0,2.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.25,2.38,2000
base5-42,Dark Persian,Pokémon,Stage 1,Stage 1,Colorless,Colorless,60.0,Meowth,Uncommon,Shin-ichi Yoshida,Unknown,53.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.26,2.26,2000
base5-43,Dark Primeape,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Mankey,Uncommon,Mitsuhiro Arita,Unknown,57.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.61,1.93,2000
base5-44,Dark Rapidash,Pokémon,Stage 1,Stage 1,Fire,Fire,60.0,Ponyta,Uncommon,Kagemaru Himeno,Unknown,78.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.21,2.7,2000
base5-45,Dark Vaporeon,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Eevee,Uncommon,Mitsuhiro Arita,Unknown,134.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.75,11.91,2000
base5-46,Dark Wartortle,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Squirtle,Uncommon,Kagemaru Himeno,Unknown,8.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,4.47,3.81,2000
base5-47,Magikarp,Pokémon,Basic,Basic,Water,Water,30.0,,Uncommon,Kagemaru Himeno,Unknown,129.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,6.47,28.69,2000
base5-48,Porygon,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Uncommon,Keiji Kinebuchi,Unknown,137.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.27,3.71,2000
base5-49,Abra,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Common,Sumiyoshi Kizuki,Unknown,63.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.86,0.83,2000
base5-50,Charmander,Pokémon,Basic,Basic,Fire,Fire,40.0,,Common,Kagemaru Himeno,Unknown,4.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.07,4.61,2000
base5-51,Dark Raticate,Pokémon,Stage 1,Stage 1,Colorless,Colorless,50.0,Rattata,Common,Shin-ichi Yoshida,Unknown,20.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.89,0.63,2000
base5-52,Diglett,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Sumiyoshi Kizuki,Unknown,50.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.61,0.61,2000
base5-53,Dratini,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Kagemaru Himeno,Unknown,147.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.85,1.77,2000
base5-54,Drowzee,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Common,Kagemaru Himeno,Unknown,96.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.55,0.43,2000
base5-55,Eevee,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Atsuko Nishida,Unknown,133.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.98,4.19,2000
base5-56,Ekans,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Ken Sugimori,Unknown,23.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.54,0.61,2000
base5-57,Grimer,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Kagemaru Himeno,Unknown,88.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.75,1.37,2000
base5-58,Koffing,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Sumiyoshi Kizuki,Unknown,109.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.63,0.49,2000
base5-59,Machop,Pokémon,Basic,Basic,Fighting,Fighting,50.0,,Common,Ken Sugimori,Unknown,66.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.61,0.76,2000
base5-60,Magnemite,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Miki Tanaka,Unknown,81.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.67,0.6,2000
base5-61,Mankey,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Sumiyoshi Kizuki,Unknown,56.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.65,0.59,2000
